Tanggal,Tn,Tx,Tavg,kelembaban,curah_hujan,matahari,kecepatan_angin,kecepatan_angin,,
23-01-2019,23.4,31.3,26.4,87,4.5,4.3,2,180,,
24-01-2019,23.8,30,26.3,92,10,5.7,2,230,,
25-01-2019,23.8,31.4,26.5,87,0.6,0.3,3,80,,
26-01-2019,24,31.7,27.1,84,4.8,4.3,3,40,,
27-01-2019,23.8,30,26.3,92,9,7.3,2,40,,
28-01-2019,24,31.4,26.8,88,1.3,0.2,2,60,,
29-01-2019,23.6,30,26.1,89,9,3.1,3,90,,
30-01-2019,23.9,30,27.5,75,4.5,1.2,2,360,,
31-01-2019,23.5,31,26.3,89,0,1,2,70,,
01-02-2019,24.2,30.2,26.2,89,2.5,2.1,3,120,,
02-02-2019,22.6,31.1,25.3,89,0.5,0.3,3,80,,
03-02-2019,23.4,30.5,26.3,88,4.8,2.3,2,60,,
04-02-2019,23.2,31.4,26.5,88,0,0.5,2,130,,
05-02-2019,23,30.9,26.1,84,2.7,5.3,2,200,,
06-02-2019,22,31,26.1,85,10,4.3,4,90,,
07-02-2019,23.9,31.4,26.7,86,0,6.6,4,50,,
08-02-2019,23.6,30.9,26.6,89,1,5.4,4,60,,
09-02-2019,24,31,26.1,93,2.5,4.5,3,40,,
10-02-2019,23.2,30.8,25.9,88,14.5,1.3,2,300,,
11-02-2019,22.6,30.2,26.1,92,4.8,3.3,1,100,,
12-02-2019,23.8,31,26.7,84,1.3,2.1,4,330,,
13-02-2019,23.4,30.2,26.2,86,0,5.3,2,300,,
14-02-2019,23.4,29.6,25.8,89,5.2,3.8,3,60,,
15-02-2019,22.8,29.6,25.5,91,0,1.9,2,80,,
16-02-2019,22.3,30.6,25.7,86,8.3,0.2,2,130,,
17-02-2019,24.2,31.5,26.8,83,0,7.1,2,90,,
18-02-2019,23.4,30.2,25.8,90,2.5,5.2,3,50,,
19-02-2019,23.8,29.3,25.8,90,1.8,2,2,260,,
20-02-2019,23.8,31.2,25.8,92,5.5,1,2,100,,
21-02-2019,22.1,30.4,25.4,88,14.3,4.1,4,40,,
22-02-2019,23.4,31.7,26.8,88,2.3,6.6,3,110,,
23-02-2019,23.6,30,25.6,92,2,9.7,2,90,,
24-02-2019,23.5,30.2,26.6,82,4,1.8,4,70,,
25-02-2019,24,29.4,25.5,94,4.6,7.2,2,250,,
26-02-2019,20,29.6,25.8,92,0,1,3,80,,
27-02-2019,23.4,31.1,26.4,89,0.5,0.8,3,90,,
28-02-2019,23.5,31.5,26.4,88,0,6.5,5,60,,
01-03-2019,23.2,31.5,27,78,0,6.4,7,70,,
02-03-2019,23.9,31.6,26.9,84,0,9.5,5,70,,
03-03-2019,24,31,26.9,86,0,5.7,4,50,,
04-03-2019,24.4,31.5,27,83,0,9.4,2,180,,
05-03-2019,23.8,32,26.6,82,0,4.8,3,200,,
06-03-2019,23.5,31,26.4,86,0,7,3,40,,
07-03-2019,24,31.5,27.3,84,0,1.4,4,80,,
08-03-2019,23.7,30.6,26,90,1,6.5,4,60,,
09-03-2019,23.8,31.5,26.4,86,0,2,2,70,,
10-03-2019,23.8,29.8,26.1,90,3.5,1,3,70,,
11-03-2019,24.2,31,27.5,75,3,2.3,2,60,,
12-03-2019,23.2,30.8,25.8,90,14.5,3.2,3,70,,
13-03-2019,23.3,29.8,26.3,86,20,3.9,4,70,,
14-03-2019,24.5,30.1,26.3,90,1.7,3.5,3,90,,
15-03-2019,22.8,30.5,26.1,88,13.8,0.9,2,60,,
16-03-2019,22.6,30.8,25.9,89,0.3,4.8,3,60,,
17-03-2019,22.8,31.3,26.5,86,2,6,3,60,,
18-03-2019,21.5,32.1,26.7,74,0,9.3,3,70,,
19-03-2019,23.8,32,27.5,75,0,9.5,5,90,,
20-03-2019,24,32.3,27.6,77,0,8.8,3,60,,
21-03-2019,24.2,32.2,27.9,79,0,9.7,6,90,,
22-03-2019,24.3,32.2,27.2,79,0,9.9,3,70,,
23-03-2019,23.2,31.3,25.8,89,4.6,8,2,220,,
24-03-2019,23.5,31.5,26.7,89,2,3.7,2,70,,
25-03-2019,24.8,31,27,84,0.9,4.3,6,40,,
26-03-2019,24.3,31.9,27,84,0,6.3,5,50,,
27-03-2019,24.4,31.6,27,84,0,4.7,5,60,,
28-03-2019,22.6,32.2,26.2,87,4.9,5.8,4,70,,
29-03-2019,23.5,31.4,27.3,83,1,4.3,3,70,,
30-03-2019,23.4,30.3,26.2,90,3.6,6.3,3,70,,
31-03-2019,23.2,30.3,26.7,89,11.7,3.3,4,60,,
01-04-2019,23.4,29.5,25.6,96,17.8,3.5,3,50,,
02-04-2019,23.3,30.5,26.3,89,9.1,1.8,4,50,,
03-04-2019,24.6,30.2,26.7,90,0,5,5,40,,
04-04-2019,23.2,31.2,26.6,86,0,3.7,3,60,,
05-04-2019,23.6,30.6,26.3,88,0,5.5,5,80,,
06-04-2019,24,31.5,27,86,1.2,3.9,4,60,,
07-04-2019,23.4,31.2,26.9,85,5.5,7.2,3,100,,
08-04-2019,24.8,31.4,27.3,84,0.5,6,2,70,,
09-04-2019,25,31.7,27.7,81,0,2.5,5,70,,
10-04-2019,24.2,28.3,25.8,92,2.5,4.1,3,20,,
11-04-2019,24.3,32.3,27.5,87,4.5,1,4,70,,
12-04-2019,23.5,31.8,26.6,87,4.4,8.1,4,40,,
13-04-2019,24,30.2,26.6,86,0,6,3,60,,
14-04-2019,24.1,30.2,26.6,90,2.7,0.9,2,90,,
15-04-2019,23.6,30.6,26.6,90,0,0.9,5,70,,
16-04-2019,23.4,30,26,93,11.6,3.1,3,120,,
17-04-2019,23.1,30.8,25.9,90,0,2.3,3,40,,
18-04-2019,23.9,30,26.2,91,13.1,3.6,3,80,,
19-04-2019,22.9,29.8,26.1,88,7.5,2.2,3,80,,
20-04-2019,24.7,30.8,26.9,88,4,1.7,4,70,,
21-04-2019,24.2,31.2,26.6,90,2.4,1,2,210,,
22-04-2019,24.8,31.4,27.5,87,0,4.1,3,60,,
23-04-2019,24.8,30.9,27.4,89,43.5,4.4,3,60,,
24-04-2019,22.5,32.2,27.5,81,0,5,2,70,,
25-04-2019,24.8,31.5,27.7,85,0,9.5,2,40,,
26-04-2019,23.8,32.8,27.9,80,0,3.2,2,140,,
27-04-2019,24,32.2,27.9,80,0,9.8,3,70,,
28-04-2019,24.5,32,27.5,85,0,9.1,4,80,,
29-04-2019,24.2,29.5,26.6,89,0,8.9,2,130,,
30-04-2019,24.2,27.4,25,97,0,0.4,2,120,,
01-05-2019,23.2,29.6,26.1,92,52,1,2,360,,
02-05-2019,24,28,26.1,93,2.5,0.2,1,340,,
03-05-2019,23.3,31.4,26,91,0.8,1,3,80,,
04-05-2019,23,28,25.4,95,17.9,4.1,2,40,,
05-05-2019,23,29.8,25.7,94,9.1,1,2,70,,
06-05-2019,24,31.3,26.4,83,0,0.5,3,80,,
07-05-2019,23,32,27.1,83,0,6.5,3,60,,
08-05-2019,24,32,27.3,82,0,6.9,3,30,,
09-05-2019,23,31.4,27.6,81,0.5,8.1,3,90,,
10-05-2019,25,32,27.5,80,0,5.1,3,40,,
11-05-2019,23,32.3,27.3,82,3.1,7,4,50,,
12-05-2019,24,32.5,28.4,74,0,8.4,5,40,,
13-05-2019,25,32,27.5,84,0,9.4,3,70,,
14-05-2019,24,30.5,26.2,89,10,4.3,4,90,,
15-05-2019,24,31.3,26.6,90,0,2.3,3,190,,
16-05-2019,24,30.8,26.3,92,19.5,1.3,2,210,,
17-05-2019,24,31.2,27.4,86,0,3,3,100,,
18-05-2019,24,30.9,26.6,88,0,6.1,3,60,,
19-05-2019,24,31.2,26.3,90,43,4.3,2,310,,
20-05-2019,24,31.6,26.9,84,0.5,2.9,3,50,,
21-05-2019,24,32,28.4,79,0,8,3,190,,
22-05-2019,23,31.6,27.1,82,0,7.8,3,90,,
23-05-2019,25,29,26.4,90,0,8.9,2,300,,
24-05-2019,23,31.5,27.1,82,0,1,2,350,,
25-05-2019,24,31.8,27.6,85,0,2.8,2,160,,
26-05-2019,24,31.5,27.4,85,0,5.6,2,90,,
27-05-2019,24,31.4,27.4,84,0,6.1,2,100,,
28-05-2019,24,30,26.6,87,0,7.9,3,90,,
29-05-2019,23,32,27,82,0,2.5,2,60,,
30-05-2019,24,32.2,27.6,76,0,10.2,2,80,,
31-05-2019,24,29,26.2,88,22,10.1,2,40,,
01-06-2019,24,32.2,27.5,75,1,1,2,90,,
02-06-2019,24,30,26.3,91,23.5,8.2,2,180,,
03-06-2019,24,28.4,25.6,92,0,0.8,2,300,,
04-06-2019,23,28.3,25.3,96,26.4,1,2,200,,
05-06-2019,24,31.6,27.1,83,7,1,3,60,,
06-06-2019,24,31.8,27.1,86,0,8,3,180,,
07-06-2019,24,30.8,26.3,91,0,8.1,4,90,,
08-06-2019,24,31.8,27,87,0,4.4,2,200,,
09-06-2019,25,31.7,27.3,90,6.5,5,2,360,,
10-06-2019,24,28.8,25.1,97,10,1.1,2,290,,
11-06-2019,23,31.6,26.5,86,19.6,1,3,80,,
12-06-2019,24,29.6,25.5,92,5.5,6.2,3,60,,
13-06-2019,23,32.1,27.4,84,6,0.5,3,120,,
14-06-2019,24,32.4,27.5,79,0,8.1,3,60,,
15-06-2019,24,29,25.8,93,0.5,9.3,2,70,,
16-06-2019,24,31.2,26,90,6.5,0.8,3,70,,
17-06-2019,24,27.7,25.5,95,15.1,6.6,2,310,,
18-06-2019,24,31.8,27,84,0,1,3,80,,
19-06-2019,23,32.4,27.2,83,0,6.2,4,300,,
20-06-2019,22,34,27.4,75,0,6.7,3,40,,
21-06-2019,24,33.6,27.6,77,0,9.3,4,80,,
22-06-2019,23,32.8,27.4,82,0,7.5,3,180,,
23-06-2019,24,32.2,27.8,77,0,8.8,3,70,,
24-06-2019,24,33,27.4,79,0,8.7,2,180,,
25-06-2019,24,32.2,28,76,0,8.1,4,90,,
26-06-2019,24,32.4,27.6,83,1,9.5,2,40,,
27-06-2019,24,33.2,27.1,86,0,4,3,200,,
28-06-2019,25,29,27,87,0,2,1,180,,
29-06-2019,24,29.2,25.5,92,55.4,0.5,2,60,,
30-06-2019,23,31.8,26.6,87,53,0.8,2,190,,
01-07-2019,24,29.2,25.6,92,2.1,6.8,2,260,,
02-07-2019,23,32.3,27.4,81,0,1.3,4,60,,
03-07-2019,24,31.8,27.2,80,0,8.7,3,80,,
04-07-2019,24,30.4,26.1,88,4.5,5.3,2,350,,
05-07-2019,23,31.4,26.4,85,0,4.2,2,80,,
06-07-2019,23,28.2,24.3,87,0,6.1,5,70,,
07-07-2019,22,31.8,26.2,86,7.5,1,3,220,,
08-07-2019,23,32.3,27.3,75,0,7.8,2,210,,
09-07-2019,24,31.2,26.4,87,0,10.1,2,50,,
10-07-2019,23,28.6,25.3,91,0.5,5.1,2,170,,
11-07-2019,23,31.6,26.5,85,0,0.2,3,90,,
12-07-2019,22,31.4,26.5,81,18,7.1,5,60,,
13-07-2019,21,32.8,27.5,75,0,9.8,3,140,,
14-07-2019,22,31.6,26.2,82,0,5.5,3,60,,
15-07-2019,22,32.4,26.8,76,0,9.2,4,80,,
16-07-2019,24,31.5,27,79,0,10.3,3,230,,
17-07-2019,23,31.4,26.3,88,4,3.9,2,200,,
18-07-2019,24,31.3,26.7,89,2,0.7,3,180,,
19-07-2019,23,32.8,27.8,71,1,6,3,180,,
20-07-2019,23,31.8,27.5,74,0,10.2,2,90,,
21-07-2019,24,31.8,25.3,90,0,8.3,3,20,,
22-07-2019,23,30.9,26.3,85,5.5,1,2,50,,
23-07-2019,23,30.8,25.2,91,12,3.3,2,50,,
24-07-2019,23,31.6,26.6,82,0,0.8,2,200,,
25-07-2019,23,31.2,26.2,85,0,5.3,2,180,,
26-07-2019,24,30.4,26.3,86,1.5,4.7,4,170,,
27-07-2019,23,27.6,24.9,94,4.5,2.9,2,200,,
28-07-2019,22,32.4,25.9,83,8,0.3,3,70,,
29-07-2019,24,32.2,27.1,78,0,7,3,210,,
30-07-2019,24,28.6,25.5,88,0.5,4.2,3,50,,
31-07-2019,23,32.5,26.6,83,1.5,1.1,3,40,,
01-08-2019,23,32,26.2,84,16,5,3,20,,
02-08-2019,23,32.6,26.3,82,0,7.5,3,60,,
03-08-2019,24,34.4,28.1,75,0,5.3,3,40,,
04-08-2019,24,33.2,27.5,75,0,9.5,3,160,,
05-08-2019,24,32,27.7,78,0.3,8,3,100,,
06-08-2019,24,30.6,26.8,88,0.3,5.4,3,240,,
07-08-2019,24,29.6,26.3,85,0,0.6,2,200,,
08-08-2019,23,32.6,26.9,82,0.5,1.3,2,180,,
09-08-2019,23,32.4,27.2,75,0,8.9,3,70,,
10-08-2019,24,33.2,27.9,70,0,9.8,3,250,,
11-08-2019,24,32.2,27.4,76,0,10.5,4,70,,
12-08-2019,25,31.4,27.6,83,0,7.8,3,60,,
13-08-2019,24,33,27.4,78,0,2,2,170,,
14-08-2019,23,30.4,25.5,87,5,6.5,3,100,,
15-08-2019,22,30.8,25.8,89,19,5.6,2,210,,
16-08-2019,23,31.8,26.9,84,0,5,3,100,,
17-08-2019,23,30.6,25.8,87,2.3,6.2,2,170,,
18-08-2019,24,31.4,27.1,80,0,4.7,2,50,,
19-08-2019,24,31.6,26.8,80,0,4.9,3,50,,
20-08-2019,23,30.2,25.9,89,3.5,2.8,2,300,,
21-08-2019,22,32,26.2,80,0,1.2,3,90,,
22-08-2019,23,32.2,26.2,84,3,8.5,2,150,,
23-08-2019,23,32.2,26.8,80,0.5,2.3,3,60,,
24-08-2019,24,32.2,26.9,84,0,5.7,6,50,,
25-08-2019,24,31.4,27.2,84,0,5.9,4,40,,
26-08-2019,23,32.5,27.2,78,0,2.7,3,70,,
27-08-2019,23,32.7,27.3,80,0,4.3,4,130,,
28-08-2019,24,31.4,26.5,86,2,9,4,200,,
29-08-2019,24,32.6,27.5,80,0,7.2,3,190,,
30-08-2019,23,30.4,26.4,83,0,5.8,3,120,,
31-08-2019,23,32.1,27,82,0,0.8,3,60,,
01-09-2019,23,35.2,28,66,0,7.2,3,50,,
02-09-2019,24,31.9,27.8,77,0,9.4,3,60,,
03-09-2019,24,32.8,26.9,82,0,5.2,3,100,,
04-09-2019,23,31.4,26.5,87,18.5,4.7,3,180,,
05-09-2019,23,32.2,27.5,71,0,3.7,3,80,,
06-09-2019,24,32.7,27.2,77,0,4.7,2,60,,
07-09-2019,24,34,28,70,0,4.9,4,340,,
08-09-2019,24,33.2,27.4,67,0,7.5,5,80,,
09-09-2019,23,33.9,28,66,0,6.7,3,160,,
10-09-2019,23,33.3,27.4,67,0,6.9,3,120,,
11-09-2019,22,35.6,28.2,64,0,9.8,4,210,,
12-09-2019,22,35.8,27.6,65,0,10,3,170,,
13-09-2019,22,34.2,27.5,75,0,9,3,170,,
14-09-2019,24,32.6,27.3,74,0,10,3,120,,
15-09-2019,25,31.8,27.6,73,0,5.9,4,90,,
16-09-2019,24,32.5,27.3,77,0,6.8,3,180,,
17-09-2019,24,33,28.1,71,0,7.6,3,70,,
18-09-2019,24,33,28,73,0,10.2,3,70,,
19-09-2019,24,32.8,27.7,74,0,8.8,4,80,,
20-09-2019,23,27.9,25,93,13.5,8.3,2,160,,
21-09-2019,23,31.9,26.6,80,5.3,1,3,80,,
22-09-2019,24,32.2,27.7,67,0,3.4,3,90,,
23-09-2019,24,32.8,28,66,0,7.6,3,80,,
24-09-2019,23,32.6,27.8,70,0,10,3,60,,
25-09-2019,24,30.4,26.9,82,0,9.8,2,220,,
26-09-2019,23,28.9,25.3,94,6.3,1,2,160,,
27-09-2019,23,31.4,26.6,86,4.2,2.3,3,200,,
28-09-2019,24,28.6,25.7,89,2,7.1,3,80,,
29-09-2019,22,31.2,26.4,80,1,1,3,70,,
30-09-2019,22,31.8,27.3,79,0,9.8,3,80,,
01-10-2019,23,30.4,25.2,89,12,9.5,3,70,,
02-10-2019,23,31.2,26.6,81,0.5,2.4,4,320,,
03-10-2019,23,31.6,27.2,76,0.5,5.3,3,90,,
04-10-2019,24,33,27.9,73,0,10,3,120,,
05-10-2019,24,32.6,27.9,72,0,9.8,3,100,,
06-10-2019,24,31.8,27.2,79,0,4.8,3,80,,
07-10-2019,24,32.2,28.5,75,0,7.2,3,80,,
08-10-2019,23,27,24.8,88,0,6.3,3,340,,
09-10-2019,23,29.8,26.1,86,2.5,1,2,90,,
10-10-2019,24,32.4,27.4,80,0,1,3,70,,
11-10-2019,23,33.2,27.7,72,0,8.7,3,80,,
12-10-2019,24,31.4,27.3,75,0,5.9,3,120,,
13-10-2019,23,30.5,27.9,76,0,2.1,2,170,,
14-10-2019,23,32,27.1,82,0,2.7,4,60,,
15-10-2019,24,33.5,28,74,0,6.3,3,100,,
16-10-2019,24,32.3,27.3,78,0,6.9,3,80,,
17-10-2019,23,33.4,27.8,77,0,5.5,4,70,,
18-10-2019,23,30.4,26.5,83,11.5,5.3,4,70,,
19-10-2019,23,32.8,28,70,5,2.2,3,100,,
20-10-2019,24,32.5,27.2,78,0,9.8,3,70,,
21-10-2019,24,30.5,26.7,82,0,5.1,3,70,,
22-10-2019,24,32.2,27.8,77,1.5,4.2,4,90,,
23-10-2019,24,35,26.3,88,13.5,10,3,110,,
24-10-2019,23,31.4,26.8,85,0,3.4,3,60,,
25-10-2019,24,29,25.9,84,0,8.2,3,80,,
26-10-2019,23,31.1,26.8,83,0,1,3,90,,
27-10-2019,23,31.4,26.3,83,0,5.4,2,140,,
28-10-2019,23,31.7,27.2,76,0,5,3,300,,
29-10-2019,23,32.6,27.5,75,0,9.2,3,130,,
30-10-2019,23,32.6,28.1,75,0,9.9,4,60,,
31-10-2019,24,29.8,26.1,90,1.8,9.9,2,80,,
01-11-2019,24,31.8,27.4,86,1,1,2,250,,
02-11-2019,24,32.6,27.5,82,0,2.6,3,180,,
03-11-2019,24,31.4,26.9,83,0,6.4,3,310,,
04-11-2019,23,31.6,27.2,78,11.5,0.2,4,60,,
05-11-2019,22,35.7,27.9,72,0,2.8,4,70,,
06-11-2019,22,32.6,27.5,68,0,7.7,2,230,,
07-11-2019,24,32.8,28.1,69,0,3.3,2,320,,
08-11-2019,24,33,28,72,0,6.7,2,360,,
09-11-2019,24,33.2,28.4,68,0.5,5.4,3,100,,
10-11-2019,24,31.4,26.7,86,1,6.3,2,60,,
11-11-2019,23,33,27.8,74,14,1,3,60,,
12-11-2019,24,33,28.4,75,0,7.8,3,70,,
13-11-2019,25,31.4,27.4,80,0,9.1,3,120,,
14-11-2019,25,28.4,25.8,93,2,1,2,300,,
15-11-2019,23,31.4,26.7,79,1.5,1,3,40,,
16-11-2019,24,32.6,28,76,0,9.2,3,110,,
17-11-2019,24,31,27.3,82,1.5,9.8,3,90,,
18-11-2019,24,32,27.7,75,1,1,2,130,,
19-11-2019,24,32.8,28.2,76,0,4.1,4,80,,
20-11-2019,24,33.4,27.9,74,0,9.3,5,70,,
21-11-2019,24,33.2,27.4,76,0,9.4,3,100,,
22-11-2019,25,32.4,28.1,76,0,7.7,3,70,,
23-11-2019,24,33.4,28.2,76,0,3.9,4,90,,
24-11-2019,24,32.4,27.8,79,0,6.5,5,60,,
25-11-2019,25,32.7,28,78,0,9,3,80,,
26-11-2019,24,33,28.3,68,0,6.9,3,60,,
27-11-2019,24,33.6,28.1,70,0,9.3,4,90,,
28-11-2019,20,34.4,28.1,67,0,1,4,60,,
29-11-2019,24,33.8,29.2,65,0,10.1,3,50,,
30-11-2019,24,32.8,28.2,74,0,8,2,80,,
01-12-2019,25,30.2,27.1,89,1.5,4,2,60,,
02-12-2019,25,30.5,27.2,86,0,0.5,2,120,,
03-12-2019,23,32.6,26.6,85,3,0.3,3,140,,
04-12-2019,24,32.8,28.4,77,1,3.3,2,300,,
05-12-2019,23,33.6,27.5,76,0,3.4,4,120,,
06-12-2019,25,33.4,28.6,74,0,8.9,4,100,,
07-12-2019,25,32.6,28.7,76,0,8.5,3,80,,
08-12-2019,25,31.6,27.1,84,0,4.2,3,80,,
09-12-2019,23,33.1,27.9,76,0.2,2,3,90,,
10-12-2019,24,30.4,26.8,86,3,7.1,4,40,,
11-12-2019,24,28.6,25.6,89,0,0.5,2,60,,
12-12-2019,23,31.6,26.7,82,4.2,1,4,80,,
13-12-2019,24,32.2,27.7,77,0,4.8,2,60,,
14-12-2019,24,33.1,27.9,72,0,4.9,4,60,,
15-12-2019,25,33.6,28.5,73,0.2,7.4,4,60,,
16-12-2019,25,32.6,27.3,77,0,6.5,4,60,,
17-12-2019,24,32.4,27.5,81,5.5,5,5,60,,
18-12-2019,25,33.4,28.5,79,0,6.1,4,70,,
19-12-2019,24,32.4,27.3,78,0.5,4.8,3,70,,
20-12-2019,24,32,27.2,83,1.5,3.8,4,50,,
21-12-2019,25,32,27.9,77,0,7,4,80,,
22-12-2019,24,32.4,27.6,82,0,0.3,3,40,,
23-12-2019,24,33,28.3,76,0,4.1,4,80,,
24-12-2019,25,34.2,27.4,80,0,5.9,4,70,,
25-12-2019,24,30.2,26.3,93,10.4,4.7,3,150,,
26-12-2019,23,32.4,27.2,84,4,0.4,3,100,,
27-12-2019,24,32.2,27.2,88,2,7.4,3,100,,
28-12-2019,24,34.2,26.8,87,2.5,5.6,3,280,,
29-12-2019,25,31.6,26.7,83,0,4.6,4,60,,
30-12-2019,23,32.8,27,85,6.6,4.4,4,100,,
31-12-2019,24,32.2,27.2,82,0,7.2,4,100,,
01-01-2020,24.2,31,27.1,81,0,2.8,2,70,,
02-01-2020,23.8,34,27.7,80,0,0.6,3,250,,
03-01-2020,24.8,33,27.4,82,0,6.9,3,70,,
04-01-2020,23.5,31,25.7,91,0,3.7,3,40,,
05-01-2020,23.7,31.2,26.8,90,19.5,2.6,3,90,,
06-01-2020,24.1,31.6,27,89,4.5,5.5,3,30,,
07-01-2020,24.4,30.2,26.5,91,5.5,3.1,2,250,,
08-01-2020,24.3,28.4,26.2,88,1,0.3,2,310,,
09-01-2020,23.6,31.8,27,84,0,1,6,70,,
10-01-2020,24.8,31.6,27.2,86,0,4.6,3,80,,
11-01-2020,23.8,32.4,27.2,83,1.5,5.8,3,90,,
12-01-2020,24.6,32,27.9,85,0,6.2,3,80,,
13-01-2020,25,30,27.1,85,0,6.6,2,90,,
14-01-2020,24.2,31.4,27,86,8,1,3,40,,
15-01-2020,22.8,32.4,26.7,82,0,4.3,3,30,,
16-01-2020,23.2,32.4,27.2,83,0,4.6,4,70,,
17-01-2020,24.4,32.4,28,80,0,6.8,3,100,,
18-01-2020,24.8,33.2,28,80,0,6.8,4,130,,
19-01-2020,25,32.8,28.4,72,0,6.8,3,110,,
20-01-2020,25,32.4,28,84,2.5,8.5,4,80,,
21-01-2020,23.2,33.2,27.1,78,0,5.5,4,70,,
22-01-2020,24.8,30.6,26.2,88,0,4.8,3,70,,
23-01-2020,24.4,32.2,27.7,82,15,3.6,3,60,,
24-01-2020,23.2,32,26.7,82,0,7.3,5,80,,
25-01-2020,23.4,32,27.1,74,0,9.9,4,90,,
26-01-2020,24.2,32.8,27.9,74,0,8.5,5,80,,
27-01-2020,23.4,31.8,27.6,82,12.5,9.7,3,70,,
28-01-2020,23.6,32.6,27.4,81,0,8.9,4,90,,
29-01-2020,23.4,33.4,27.9,78,0,7,3,90,,
30-01-2020,23.4,32.2,27.8,82,2,8.4,3,210,,
31-01-2020,25,32.4,28.4,79,0,7.5,3,90,,
01-02-2020,25.2,32,28,80,0,4.7,2,90,,
02-02-2020,24.1,32.4,28.1,77,0,2.6,3,90,,
03-02-2020,25,32.6,28,76,0,6.8,3,90,,
04-02-2020,24.6,32.9,27.7,73,0,3.9,4,90,,
05-02-2020,24.4,33.6,28.2,72,0,9.1,4,70,,
06-02-2020,25.2,31,28.1,78,0,7.7,3,80,,
07-02-2020,24,28.2,25.6,94,8.5,1,2,320,,
08-02-2020,22.6,31.3,26.2,82,3,1,4,90,,
09-02-2020,24.4,31.6,27.5,75,0,7.1,3,90,,
10-02-2020,23.8,30.8,26.5,86,0,6.1,3,340,,
11-02-2020,24.4,32.8,27.9,75,0,2.8,4,80,,
12-02-2020,24.4,32.7,27.1,81,0,7.6,2,180,,
13-02-2020,23.9,31.4,27.1,80,14.5,6.4,3,50,,
14-02-2020,23.3,31.4,26.9,81,0,2.6,3,100,,
15-02-2020,23.8,32.4,27.6,77,0,7.3,3,90,,
16-02-2020,24.3,32.8,28.2,80,0,6.9,2,160,,
17-02-2020,24.4,31.4,27.4,82,0,5.8,4,100,,
18-02-2020,25.2,30.2,26.7,86,0,2.1,5,60,,
19-02-2020,24.4,30.9,25.2,94,0.5,1.7,4,90,,
20-02-2020,22.1,30.6,25.9,87,40.5,2,3,170,,
21-02-2020,22.6,31.4,26,85,0,6.3,2,80,,
22-02-2020,23.4,31.5,26.5,84,0,5,3,80,,
23-02-2020,23.8,30.4,26.2,91,2.5,6,3,70,,
24-02-2020,23.2,31.8,26.7,87,13,3,3,60,,
25-02-2020,24.2,31.4,27.7,84,0,4.3,4,90,,
26-02-2020,24.4,31.6,27.3,87,0,1,2,40,,
27-02-2020,24.2,32.4,27.1,86,0,3.3,3,70,,
28-02-2020,24,32.2,27.6,86,8.5,6,3,90,,
29-02-2020,20,30.1,26.6,92,37,7.1,2,80,,
01-03-2020,24.2,31.8,27.3,88,0,0.1,4,40,,
02-03-2020,23.6,31.2,26.8,86,34,6.8,3,90,,
03-03-2020,24.6,30.8,27.2,87,0,5.7,3,110,,
04-03-2020,24.6,30.6,27,89,0,3.6,3,150,,
05-03-2020,23.8,31.4,27.2,82,0,2.1,2,190,,
06-03-2020,23.6,32,28,77,0,5.5,4,90,,
07-03-2020,25.4,30,26.8,90,0,8.9,2,60,,
08-03-2020,23.9,29.6,26,92,32,0.2,2,50,,
09-03-2020,23.6,30.1,26.3,87,15,1,2,80,,
10-03-2020,23.8,31.2,27.5,86,1.5,4.3,3,50,,
11-03-2020,24.4,30.9,27,88,0,8.9,3,50,,
12-03-2020,24.6,30.3,27,87,0,4.3,5,90,,
13-03-2020,24.2,32,27.1,85,0,5.9,3,60,,
14-03-2020,24.4,29.5,26.6,91,3,6.3,2,270,,
15-03-2020,24,30.1,25.6,92,3,0.2,4,60,,
16-03-2020,23.4,30.4,26.2,86,22,2,3,180,,
17-03-2020,23,31.2,27.1,75,0,4.3,2,80,,
18-03-2020,24,31.2,27,84,3,6.4,3,90,,
19-03-2020,23.4,31.9,27.2,84,0,4.3,3,90,,
20-03-2020,23.8,32.2,27.2,77,0,9.6,3,80,,
21-03-2020,23.6,31.3,26.8,80,0,7.9,4,70,,
22-03-2020,24.2,29.2,25.7,92,1.2,4.7,2,70,,
23-03-2020,23,31.4,26.7,84,7,1,4,70,,
24-03-2020,24.2,29.8,26.4,87,0.3,7,1,100,,
25-03-2020,23.2,31,25.9,89,12,1,3,80,,
26-03-2020,23.2,31.4,26.7,86,17.5,2.2,2,100,,
27-03-2020,24.2,32,27.5,86,6,8.2,2,80,,
28-03-2020,24.6,30.6,26.6,89,5,4.3,1,100,,
29-03-2020,23.2,32.2,26.8,88,5.5,1.4,2,100,,
30-03-2020,23.2,30.8,25.3,94,1,6.7,2,300,,
31-03-2020,23,32,27.1,84,16.5,1.4,2,80,,
01-04-2020,23.6,31.2,26.4,86,1,6.2,3,40,,
02-04-2020,24,31.8,26.9,86,0,0.8,2,80,,
03-04-2020,24.4,31.8,27.3,86,2.5,5.6,1,90,,
04-04-2020,23.6,31.1,26.6,88,0,3.7,3,120,,
05-04-2020,24,30.8,26.1,94,8.5,1.9,3,70,,
06-04-2020,23.4,30.6,26.7,86,2.5,6.3,5,80,,
07-04-2020,24.4,31,26.1,93,1,6.6,2,330,,
08-04-2020,23.4,31.2,26.1,90,10,2.8,2,320,,
09-04-2020,24,30.8,26.9,88,2.5,3.8,2,70,,
